"BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","ResourceName","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","Tags"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Naked mole-rat -Heterocephalus glaber- (hetGla2)","hetGla2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/hetGla2/rmsk.hetGla2.Nov2012.rds","UCSC track","Nov2012","Heterocephalus glaber",10181,"UCSC RepeatMasker annotations (Nov2012) for Naked mole-rat (hetGla2)","UCSC RepeatMasker annotations (Nov2012) for Naked mole-rat (hetGla2)","hetGla2/rmsk.hetGla2.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2020) for Human -Homo sapiens- (hg19)","hg19","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/hg19/rmsk.hg19.Mar2020.rds","UCSC track","Mar2020","Homo sapiens",9606,"UCSC RepeatMasker annotations (Mar2020) for Human (hg19)","UCSC RepeatMasker annotations (Mar2020) for Human (hg19)","hg19/rmsk.hg19.Mar2020.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Sep2021) for Human -Homo sapiens- (hg38)","hg38","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/hg38/rmsk.hg38.Sep2021.rds","UCSC track","Sep2021","Homo sapiens",9606,"UCSC RepeatMasker annotations (Sep2021) for Human (hg38)","UCSC RepeatMasker annotations (Sep2021) for Human (hg38)","hg38/rmsk.hg38.Sep2021.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Coelacanth -Latimeria chalumnae- (latCha1)","latCha1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/latCha1/rmsk.latCha1.Nov2012.rds","UCSC track","Nov2012","Latimeria chalumnae",7897,"UCSC RepeatMasker annotations (Nov2012) for Coelacanth (latCha1)","UCSC RepeatMasker annotations (Nov2012) for Coelacanth (latCha1)","latCha1/rmsk.latCha1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2010) for Elephant -Loxodonta africana- (loxAfr3)","loxAfr3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/loxAfr3/rmsk.loxAfr3.Mar2010.rds","UCSC track","Mar2010","Loxodonta africana",9785,"UCSC RepeatMasker annotations (Mar2010) for Elephant (loxAfr3)","UCSC RepeatMasker annotations (Mar2010) for Elephant (loxAfr3)","loxAfr3/rmsk.loxAfr3.Mar2010.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jan2012) for Wallaby -Macropus eugenii- (macEug2)","macEug2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/macEug2/rmsk.macEug2.Jan2012.rds","UCSC track","Jan2012","Macropus eugenii",9315,"UCSC RepeatMasker annotations (Jan2012) for Wallaby (macEug2)","UCSC RepeatMasker annotations (Jan2012) for Wallaby (macEug2)","macEug2/rmsk.macEug2.Jan2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Apr2016) for Crab-eating macaque -Macaca fascicularis- (macFas5)","macFas5","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/macFas5/rmsk.macFas5.Apr2016.rds","UCSC track","Apr2016","Macaca fascicularis",9541,"UCSC RepeatMasker annotations (Apr2016) for Crab-eating macaque (macFas5)","UCSC RepeatMasker annotations (Apr2016) for Crab-eating macaque (macFas5)","macFas5/rmsk.macFas5.Apr2016.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Apr2017) for Chinese pangolin -Manis pentadactyla- (manPen1)","manPen1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/manPen1/rmsk.manPen1.Apr2017.rds","UCSC track","Apr2017","Manis pentadactyla",143292,"UCSC RepeatMasker annotations (Apr2017) for Chinese pangolin (manPen1)","UCSC RepeatMasker annotations (Apr2017) for Chinese pangolin (manPen1)","manPen1/rmsk.manPen1.Apr2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2017) for Turkey -Meleagris gallopavo- (melGal5)","melGal5","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/melGal5/rmsk.melGal5.Mar2017.rds","UCSC track","Mar2017","Meleagris gallopavo",9103,"UCSC RepeatMasker annotations (Mar2017) for Turkey (melGal5)","UCSC RepeatMasker annotations (Mar2017) for Turkey (melGal5)","melGal5/rmsk.melGal5.Mar2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Budgerigar -Melopsittacus undulatus- (melUnd1)","melUnd1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/melUnd1/rmsk.melUnd1.Nov2012.rds","UCSC track","Nov2012","Melopsittacus undulatus",13146,"UCSC RepeatMasker annotations (Nov2012) for Budgerigar (melUnd1)","UCSC RepeatMasker annotations (Nov2012) for Budgerigar (melUnd1)","melUnd1/rmsk.melUnd1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Feb2016) for Mouse lemur -Microcebus murinus- (micMur2)","micMur2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/micMur2/rmsk.micMur2.Feb2016.rds","UCSC track","Feb2016","Microcebus murinus",30608,"UCSC RepeatMasker annotations (Feb2016) for Mouse lemur (micMur2)","UCSC RepeatMasker annotations (Feb2016) for Mouse lemur (micMur2)","micMur2/rmsk.micMur2.Feb2016.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Apr2021) for Mouse -Mus musculus- (mm10)","mm10","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/mm10/rmsk.mm10.Apr2021.rds","UCSC track","Apr2021","Mus musculus",10090,"UCSC RepeatMasker annotations (Apr2021) for Mouse (mm10)","UCSC RepeatMasker annotations (Apr2021) for Mouse (mm10)","mm10/rmsk.mm10.Apr2021.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jul2020) for Mouse -Mus musculus- (mm39)","mm39","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/mm39/rmsk.mm39.Jul2020.rds","UCSC track","Jul2020","Mus musculus",10090,"UCSC RepeatMasker annotations (Jul2020) for Mouse (mm39)","UCSC RepeatMasker annotations (Jul2020) for Mouse (mm39)","mm39/rmsk.mm39.Jul2020.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jul2009) for Opossum -Monodelphis domestica- (monDom5)","monDom5","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/monDom5/rmsk.monDom5.Jul2009.rds","UCSC track","Jul2009","Monodelphis domestica",13616,"UCSC RepeatMasker annotations (Jul2009) for Opossum (monDom5)","UCSC RepeatMasker annotations (Jul2009) for Opossum (monDom5)","monDom5/rmsk.monDom5.Jul2009.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jun2013) for Ferret  -Mustela putorius furo- (musFur1)","musFur1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/musFur1/rmsk.musFur1.Jun2013.rds","UCSC track","Jun2013","Mustela putorius furo",9669,"UCSC RepeatMasker annotations (Jun2013) for Ferret  (musFur1)","UCSC RepeatMasker annotations (Jun2013) for Ferret  (musFur1)","musFur1/rmsk.musFur1.Jun2013.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Apr2017) for Tibetan frog -Nanorana parkeri- (nanPar1)","nanPar1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/nanPar1/rmsk.nanPar1.Apr2017.rds","UCSC track","Apr2017","Nanorana parkeri",125878,"UCSC RepeatMasker annotations (Apr2017) for Tibetan frog (nanPar1)","UCSC RepeatMasker annotations (Apr2017) for Tibetan frog (nanPar1)","nanPar1/rmsk.nanPar1.Apr2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2017) for Proboscis monkey -Nasalis larvatus- (nasLar1)","nasLar1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/nasLar1/rmsk.nasLar1.Mar2017.rds","UCSC track","Mar2017","Nasalis larvatus",43780,"UCSC RepeatMasker annotations (Mar2017) for Proboscis monkey (nasLar1)","UCSC RepeatMasker annotations (Mar2017) for Proboscis monkey (nasLar1)","nasLar1/rmsk.nasLar1.Mar2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Sep2017) for Hawaiian monk seal -Neomonachus schauinslandi- (neoSch1)","neoSch1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/neoSch1/rmsk.neoSch1.Sep2017.rds","UCSC track","Sep2017","Neomonachus schauinslandi",NA,"UCSC RepeatMasker annotations (Sep2017) for Hawaiian monk seal (neoSch1)","UCSC RepeatMasker annotations (Sep2017) for Hawaiian monk seal (neoSch1)","neoSch1/rmsk.neoSch1.Sep2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (May2013) for Gibbon -Nomascus leucogenys- (nomLeu3)","nomLeu3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/nomLeu3/rmsk.nomLeu3.May2013.rds","UCSC track","May2013","Nomascus leucogenys",61853,"UCSC RepeatMasker annotations (May2013) for Gibbon (nomLeu3)","UCSC RepeatMasker annotations (May2013) for Gibbon (nomLeu3)","nomLeu3/rmsk.nomLeu3.May2013.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jul2014) for Pika -Ochotona princeps- (ochPri3)","ochPri3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/ochPri3/rmsk.ochPri3.Jul2014.rds","UCSC track","Jul2014","Ochotona princeps",9978,"UCSC RepeatMasker annotations (Jul2014) for Pika (ochPri3)","UCSC RepeatMasker annotations (Jul2014) for Pika (ochPri3)","ochPri3/rmsk.ochPri3.Jul2014.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Nile tilapia -Oreochromis niloticus- (oreNil2)","oreNil2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/oreNil2/rmsk.oreNil2.Nov2012.rds","UCSC track","Nov2012","Oreochromis niloticus",8128,"UCSC RepeatMasker annotations (Nov2012) for Nile tilapia (oreNil2)","UCSC RepeatMasker annotations (Nov2012) for Nile tilapia (oreNil2)","oreNil2/rmsk.oreNil2.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Feb2016) for Platypus -Ornithorhynchus anatinus- (ornAna2)","ornAna2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/ornAna2/rmsk.ornAna2.Feb2016.rds","UCSC track","Feb2016","Ornithorhynchus anatinus",9258,"UCSC RepeatMasker annotations (Feb2016) for Platypus (ornAna2)","UCSC RepeatMasker annotations (Feb2016) for Platypus (ornAna2)","ornAna2/rmsk.ornAna2.Feb2016.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Apr2010) for Rabbit -Oryctolagus cuniculus- (oryCun2)","oryCun2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/oryCun2/rmsk.oryCun2.Apr2010.rds","UCSC track","Apr2010","Oryctolagus cuniculus",9986,"UCSC RepeatMasker annotations (Apr2010) for Rabbit (oryCun2)","UCSC RepeatMasker annotations (Apr2010) for Rabbit (oryCun2)","oryCun2/rmsk.oryCun2.Apr2010.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2008) for Medaka -Oryzias latipes- (oryLat2)","oryLat2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/oryLat2/rmsk.oryLat2.Nov2008.rds","UCSC track","Nov2008","Oryzias latipes",8090,"UCSC RepeatMasker annotations (Nov2008) for Medaka (oryLat2)","UCSC RepeatMasker annotations (Nov2008) for Medaka (oryLat2)","oryLat2/rmsk.oryLat2.Nov2008.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Bushbaby -Otolemur garnettii- (otoGar3)","otoGar3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/otoGar3/rmsk.otoGar3.Nov2012.rds","UCSC track","Nov2012","Otolemur garnettii",30611,"UCSC RepeatMasker annotations (Nov2012) for Bushbaby (otoGar3)","UCSC RepeatMasker annotations (Nov2012) for Bushbaby (otoGar3)","otoGar3/rmsk.otoGar3.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Oct2018) for Sheep -Ovis aries- (oviAri4)","oviAri4","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/oviAri4/rmsk.oviAri4.Oct2018.rds","UCSC track","Oct2018","Ovis aries",9940,"UCSC RepeatMasker annotations (Oct2018) for Sheep (oviAri4)","UCSC RepeatMasker annotations (Oct2018) for Sheep (oviAri4)","oviAri4/rmsk.oviAri4.Oct2018.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jun2020) for Bonobo -Pan paniscus- (panPan3)","panPan3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/panPan3/rmsk.panPan3.Jun2020.rds","UCSC track","Jun2020","Pan paniscus",9597,"UCSC RepeatMasker annotations (Jun2020) for Bonobo (panPan3)","UCSC RepeatMasker annotations (Jun2020) for Bonobo (panPan3)","panPan3/rmsk.panPan3.Jun2020.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Oct2018) for Chimp -Pan troglodytes- (panTro6)","panTro6","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/panTro6/rmsk.panTro6.Oct2018.rds","UCSC track","Oct2018","Pan troglodytes",9598,"UCSC RepeatMasker annotations (Oct2018) for Chimp (panTro6)","UCSC RepeatMasker annotations (Oct2018) for Chimp (panTro6)","panTro6/rmsk.panTro6.Oct2018.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jun2019) for Baboon -Papio anubis- (papAnu4)","papAnu4","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/papAnu4/rmsk.papAnu4.Jun2019.rds","UCSC track","Jun2019","Papio anubis",9555,"UCSC RepeatMasker annotations (Jun2019) for Baboon (papAnu4)","UCSC RepeatMasker annotations (Jun2019) for Baboon (papAnu4)","papAnu4/rmsk.papAnu4.Jun2019.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Baboon -Papio hamadryas- (papHam1)","papHam1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/papHam1/rmsk.papHam1.Nov2012.rds","UCSC track","Nov2012","Papio hamadryas",NA,"UCSC RepeatMasker annotations (Nov2012) for Baboon (papHam1)","UCSC RepeatMasker annotations (Nov2012) for Baboon (papHam1)","papHam1/rmsk.papHam1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2018) for Lamprey -Petromyzon marinus- (petMar3)","petMar3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/petMar3/rmsk.petMar3.Mar2018.rds","UCSC track","Mar2018","Petromyzon marinus",7757,"UCSC RepeatMasker annotations (Mar2018) for Lamprey (petMar3)","UCSC RepeatMasker annotations (Mar2018) for Lamprey (petMar3)","petMar3/rmsk.petMar3.Mar2018.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2018) for Orangutan -Pongo pygmaeus abelii- (ponAbe3)","ponAbe3","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/ponAbe3/rmsk.ponAbe3.Nov2018.rds","UCSC track","Nov2018","Pongo pygmaeus abelii",NA,"UCSC RepeatMasker annotations (Nov2018) for Orangutan (ponAbe3)","UCSC RepeatMasker annotations (Nov2018) for Orangutan (ponAbe3)","ponAbe3/rmsk.ponAbe3.Nov2018.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Rock hyrax -Procavia capensis- (proCap1)","proCap1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/proCap1/rmsk.proCap1.Nov2012.rds","UCSC track","Nov2012","Procavia capensis",9813,"UCSC RepeatMasker annotations (Nov2012) for Rock hyrax (proCap1)","UCSC RepeatMasker annotations (Nov2012) for Rock hyrax (proCap1)","proCap1/rmsk.proCap1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Megabat -Pteropus vampyrus- (pteVam1)","pteVam1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/pteVam1/rmsk.pteVam1.Nov2012.rds","UCSC track","Nov2012","Pteropus vampyrus",132908,"UCSC RepeatMasker annotations (Nov2012) for Megabat (pteVam1)","UCSC RepeatMasker annotations (Nov2012) for Megabat (pteVam1)","pteVam1/rmsk.pteVam1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Sep2019) for Rhesus -Macaca mulatta- (rheMac10)","rheMac10","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/rheMac10/rmsk.rheMac10.Sep2019.rds","UCSC track","Sep2019","Macaca mulatta",9544,"UCSC RepeatMasker annotations (Sep2019) for Rhesus (rheMac10)","UCSC RepeatMasker annotations (Sep2019) for Rhesus (rheMac10)","rheMac10/rmsk.rheMac10.Sep2019.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Mar2017) for Golden snub-nosed monkey -Rhinopithecus roxellana- (rhiRox1)","rhiRox1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/rhiRox1/rmsk.rhiRox1.Mar2017.rds","UCSC track","Mar2017","Rhinopithecus roxellana",61622,"UCSC RepeatMasker annotations (Mar2017) for Golden snub-nosed monkey (rhiRox1)","UCSC RepeatMasker annotations (Mar2017) for Golden snub-nosed monkey (rhiRox1)","rhiRox1/rmsk.rhiRox1.Mar2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Feb2021) for Rat -Rattus norvegicus- (rn7)","rn7","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/rn7/rmsk.rn7.Feb2021.rds","UCSC track","Feb2021","Rattus norvegicus",10116,"UCSC RepeatMasker annotations (Feb2021) for Rat (rn7)","UCSC RepeatMasker annotations (Feb2021) for Rat (rn7)","rn7/rmsk.rn7.Feb2021.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Squirrel monkey -Saimiri boliviensis- (saiBol1)","saiBol1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/saiBol1/rmsk.saiBol1.Nov2012.rds","UCSC track","Nov2012","Saimiri boliviensis",NA,"UCSC RepeatMasker annotations (Nov2012) for Squirrel monkey (saiBol1)","UCSC RepeatMasker annotations (Nov2012) for Squirrel monkey (saiBol1)","saiBol1/rmsk.saiBol1.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jul2012) for Tasmanian devil -Sarcophilus harrisii- (sarHar1)","sarHar1","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/sarHar1/rmsk.sarHar1.Jul2012.rds","UCSC track","Jul2012","Sarcophilus harrisii",9305,"UCSC RepeatMasker annotations (Jul2012) for Tasmanian devil (sarHar1)","UCSC RepeatMasker annotations (Jul2012) for Tasmanian devil (sarHar1)","sarHar1/rmsk.sarHar1.Jul2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Jul2014) for Shrew -Sorex araneus- (sorAra2)","sorAra2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/sorAra2/rmsk.sorAra2.Jul2014.rds","UCSC track","Jul2014","Sorex araneus",42254,"UCSC RepeatMasker annotations (Jul2014) for Shrew (sorAra2)","UCSC RepeatMasker annotations (Jul2014) for Shrew (sorAra2)","sorAra2/rmsk.sorAra2.Jul2014.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2012) for Squirrel -Spermophilus tridecemlineatus- (speTri2)","speTri2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/speTri2/rmsk.speTri2.Nov2012.rds","UCSC track","Nov2012","Spermophilus tridecemlineatus",NA,"UCSC RepeatMasker annotations (Nov2012) for Squirrel (speTri2)","UCSC RepeatMasker annotations (Nov2012) for Squirrel (speTri2)","speTri2/rmsk.speTri2.Nov2012.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Oct2007) for S. purpuratus -Strongylocentrotus purpuratus- (strPur2)","strPur2","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/strPur2/rmsk.strPur2.Oct2007.rds","UCSC track","Oct2007","Strongylocentrotus purpuratus",7668,"UCSC RepeatMasker annotations (Oct2007) for S. purpuratus (strPur2)","UCSC RepeatMasker annotations (Oct2007) for S. purpuratus (strPur2)","strPur2/rmsk.strPur2.Oct2007.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
"3.15","UCSC RepeatMasker annotations (Nov2017) for Pig -Sus scrofa- (susScr11)","susScr11","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/susScr11/rmsk.susScr11.Nov2017.rds","UCSC track","Nov2017","Sus scrofa",9823,"UCSC RepeatMasker annotations (Nov2017) for Pig (susScr11)","UCSC RepeatMasker annotations (Nov2017) for Pig (susScr11)","susScr11/rmsk.susScr11.Nov2017.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","GRanges","RDS","https://functionalgenomics.upf.edu/annotationhub/repeatmasker/","RepeatMasker,UCSC"
